id,text,token_count
1195039," I am even wiser than my elders,
    for I have kept your commandments.",18
1195040," I am even wiser than my elders,
    for I have kept your commandments.",18
1195041," I am even wiser than my elders,
    for I have kept your commandments.",18
1195042," I am even wiser than my elders,
    for I have kept your commandments.",18
1195043," I am even wiser than my elders,
    for I have kept your commandments.",18
1195044," I am even wiser than my elders,
    for I have kept your commandments.",18
1195045," I am even wiser than my elders,
    for I have kept your commandments.",18
1195046," I am even wiser than my elders,
    for I have kept your commandments.",18
1195047," I am even wiser than my elders,
    for I have kept your commandments.",18
1195048," I am even wiser than my elders,
    for I have kept your commandments.",18
1195049," I am even wiser than my elders,
    for I have kept your commandments.",18
1195050," I am even wiser than my elders,
    for I have kept your commandments.",18
1195051," I am even wiser than my elders,
    for I have kept your commandments.",18
1195052," I am even wiser than my elders,
    for I have kept your commandments.",18
1195053," I am even wiser than my elders,
    for I have kept your commandments.",18
1195054," I am even wiser than my elders,
    for I have kept your commandments.",18
1195055," I am even wiser than my elders,
    for I have kept your commandments.",18
1195056," I am even wiser than my elders,
    for I have kept your commandments.",18
1195057," I am even wiser than my elders,
    for I have kept your commandments.",18
1195058," I am even wiser than my elders,
    for I have kept your commandments.",18
1195059," I am even wiser than my elders,
    for I have kept your commandments.",18
1195060," I am even wiser than my elders,
    for I have kept your commandments.",18
1195061," I am even wiser than my elders,
    for I have kept your commandments.",18
1195062," I am even wiser than my elders,
    for I have kept your commandments.",18
1195063," I am even wiser than my elders,
    for I have kept your commandments.",18
1195064," I am even wiser than my elders,
    for I have kept your commandments.",18
1195065," I am even wiser than my elders,
    for I have kept your commandments.",18
1195066," I am even wiser than my elders,
    for I have kept your commandments.",18
1195067," I am even wiser than my elders,
    for I have kept your commandments.",18
1195068," I am even wiser than my elders,
    for I have kept your commandments.",18
1195069," I am even wiser than my elders,
    for I have kept your commandments.",18
1195070," I am even wiser than my elders,
    for I have kept your commandments.",18
1195071," I am even wiser than my elders,
    for I have kept your commandments.",18
1195072," I am even wiser than my elders,
    for I have kept your commandments.",18
1195073," I am even wiser than my elders,
    for I have kept your commandments.",18
1195074," I am even wiser than my elders,
    for I have kept your commandments.",18
1195075," I am even wiser than my elders,
    for I have kept your commandments.",18
1195076," I am even wiser than my elders,
    for I have kept your commandments.",18
1195077," I am even wiser than my elders,
    for I have kept your commandments.",18
1195078," I am even wiser than my elders,
    for I have kept your commandments.",18
1195079," I am even wiser than my elders,
    for I have kept your commandments.",18
1195080," I am even wiser than my elders,
    for I have kept your commandments.",18
1195081," I am even wiser than my elders,
    for I have kept your commandments.",18
1195082," I am even wiser than my elders,
    for I have kept your commandments.",18
1195083," I am even wiser than my elders,
    for I have kept your commandments.",18
1195084," I am even wiser than my elders,
    for I have kept your commandments.",18
1195085," I am even wiser than my elders,
    for I have kept your commandments.",18
1195086," I am even wiser than my elders,
    for I have kept your commandments.",18
1195087," I am even wiser than my elders,
    for I have kept your commandments.",18
1195088," I am even wiser than my elders,
    for I have kept your commandments.",18
1195089," I am even wiser than my elders,
    for I have kept your commandments.",18
1195090," I am even wiser than my elders,
    for I have kept your commandments.",18
1195091," I am even wiser than my elders,
    for I have kept your commandments.",18
1195092," I am even wiser than my elders,
    for I have kept your commandments.",18
1195093," I am even wiser than my elders,
    for I have kept your commandments.",18
1195094," I am even wiser than my elders,
    for I have kept your commandments.",18
1195095," I am even wiser than my elders,
    for I have kept your commandments.",18
1195096," I am even wiser than my elders,
    for I have kept your commandments.",18
1195097," I am even wiser than my elders,
    for I have kept your commandments.",18
1195098," I am even wiser than my elders,
    for I have kept your commandments.",18
1195099," I am even wiser than my elders,
    for I have kept your commandments.",18
1195100," I am even wiser than my elders,
    for I have kept your commandments.",18
1195101," I am even wiser than my elders,
    for I have kept your commandments.",18
1195102," I am even wiser than my elders,
    for I have kept your commandments.",18
1195103," I am even wiser than my elders,
    for I have kept your commandments.",18
1195104," I am even wiser than my elders,
    for I have kept your commandments.",18
1195105," I am even wiser than my elders,
    for I have kept your commandments.",18
1195106," I am even wiser than my elders,
    for I have kept your commandments.",18
1195107," I am even wiser than my elders,
    for I have kept your commandments.",18
1195108," I am even wiser than my elders,
    for I have kept your commandments.",18
1195109," I am even wiser than my elders,
    for I have kept your commandments.",18
1195110," I am even wiser than my elders,
    for I have kept your commandments.",18
1195111," I am even wiser than my elders,
    for I have kept your commandments.",18
1195112," I am even wiser than my elders,
    for I have kept your commandments.",18
1195113," I am even wiser than my elders,
    for I have kept your commandments.",18
1195114," I am even wiser than my elders,
    for I have kept your commandments.",18
1195115," I am even wiser than my elders,
    for I have kept your commandments.",18
1195116," I am even wiser than my elders,
    for I have kept your commandments.",18
1195117," I am even wiser than my elders,
    for I have kept your commandments.",18
1195118," I am even wiser than my elders,
    for I have kept your commandments.",18
1195119," I am even wiser than my elders,
    for I have kept your commandments.",18
1195120," I am even wiser than my elders,
    for I have kept your commandments.",18
1195121," I am even wiser than my elders,
    for I have kept your commandments.",18
1195122," I am even wiser than my elders,
    for I have kept your commandments.",18
1195123," I am even wiser than my elders,
    for I have kept your commandments.",18
1195124," I am even wiser than my elders,
    for I have kept your commandments.",18
1195125," I am even wiser than my elders,
    for I have kept your commandments.",18
1195126," I am even wiser than my elders,
    for I have kept your commandments.",18
1195127," I am even wiser than my elders,
    for I have kept your commandments.",18
1195128," I am even wiser than my elders,
    for I have kept your commandments.",18
1195129," I am even wiser than my elders,
    for I have kept your commandments.",18
1195130," I am even wiser than my elders,
    for I have kept your commandments.",18
1195131," I am even wiser than my elders,
    for I have kept your commandments.",18
1195132," I am even wiser than my elders,
    for I have kept your commandments.",18
1195133," I am even wiser than my elders,
    for I have kept your commandments.",18
1195134," I am even wiser than my elders,
    for I have kept your commandments.",18
1195135," I am even wiser than my elders,
    for I have kept your commandments.",18
1195136," I am even wiser than my elders,
    for I have kept your commandments.",18
1195137," I am even wiser than my elders,
    for I have kept your commandments.",18
1195138," I am even wiser than my elders,
    for I have kept your commandments.",18
1195139," I am even wiser than my elders,
    for I have kept your commandments.",18
1195140," I am even wiser than my elders,
    for I have kept your commandments.",18
1195141," I am even wiser than my elders,
    for I have kept your commandments.",18
1195142," I am even wiser than my elders,
    for I have kept your commandments.",18
1195143," I am even wiser than my elders,
    for I have kept your commandments.",18
1195144," I am even wiser than my elders,
    for I have kept your commandments.",18
1195145," I am even wiser than my elders,
    for I have kept your commandments.",18
1195146," I am even wiser than my elders,
    for I have kept your commandments.",18
1195147," I am even wiser than my elders,
    for I have kept your commandments.",18
1195148," I am even wiser than my elders,
    for I have kept your commandments.",18
1195149," I am even wiser than my elders,
    for I have kept your commandments.",18
1195150," I am even wiser than my elders,
    for I have kept your commandments.",18
1195151," I am even wiser than my elders,
    for I have kept your commandments.",18
1195152," I am even wiser than my elders,
    for I have kept your commandments.",18
1195153," I am even wiser than my elders,
    for I have kept your commandments.",18
1195154," I am even wiser than my elders,
    for I have kept your commandments.",18
1195155," I am even wiser than my elders,
    for I have kept your commandments.",18
1195156," I am even wiser than my elders,
    for I have kept your commandments.",18
1195157," I am even wiser than my elders,
    for I have kept your commandments.",18
1195158," I am even wiser than my elders,
    for I have kept your commandments.",18
1195159," I am even wiser than my elders,
    for I have kept your commandments.",18
1195160," I am even wiser than my elders,
    for I have kept your commandments.",18
1195161," I am even wiser than my elders,
    for I have kept your commandments.",18
1195162," I am even wiser than my elders,
    for I have kept your commandments.",18
1195163," I am even wiser than my elders,
    for I have kept your commandments.",18
1195164," I am even wiser than my elders,
    for I have kept your commandments.",18
1195165," I am even wiser than my elders,
    for I have kept your commandments.",18
1195166," I am even wiser than my elders,
    for I have kept your commandments.",18
1195167," I am even wiser than my elders,
    for I have kept your commandments.",18
1195168," I am even wiser than my elders,
    for I have kept your commandments.",18
1195169," I am even wiser than my elders,
    for I have kept your commandments.",18
1195170," I am even wiser than my elders,
    for I have kept your commandments.",18
1195171," I am even wiser than my elders,
    for I have kept your commandments.",18
1195172," I am even wiser than my elders,
    for I have kept your commandments.",18
1195173," I am even wiser than my elders,
    for I have kept your commandments.",18
1195174," I am even wiser than my elders,
    for I have kept your commandments.",18
1195175," I am even wiser than my elders,
    for I have kept your commandments.",18
1195176," I am even wiser than my elders,
    for I have kept your commandments.",18
1195177," I am even wiser than my elders,
    for I have kept your commandments.",18
1195178," I am even wiser than my elders,
    for I have kept your commandments.",18
1195179," I am even wiser than my elders,
    for I have kept your commandments.",18
1195180," I am even wiser than my elders,
    for I have kept your commandments.",18
1195181," I am even wiser than my elders,
    for I have kept your commandments.",18
1195182," I am even wiser than my elders,
    for I have kept your commandments.",18
1195183," I am even wiser than my elders,
    for I have kept your commandments.",18
1195184," I am even wiser than my elders,
    for I have kept your commandments.",18
1195185," I am even wiser than my elders,
    for I have kept your commandments.",18
1195186," I am even wiser than my elders,
    for I have kept your commandments.",18
1195187," I am even wiser than my elders,
    for I have kept your commandments.",18
1195188," I am even wiser than my elders,
    for I have kept your commandments.",18
1195189," I am even wiser than my elders,
    for I have kept your commandments.",18
1195190," I am even wiser than my elders,
    for I have kept your commandments.",18
1195191," I am even wiser than my elders,
    for I have kept your commandments.",18
1195192," I am even wiser than my elders,
    for I have kept your commandments.",18
1195193," I am even wiser than my elders,
    for I have kept your commandments.",18
1195194," I am even wiser than my elders,
    for I have kept your commandments.",18
1195195," I am even wiser than my elders,
    for I have kept your commandments.",18
1195196," I am even wiser than my elders,
    for I have kept your commandments.",18
1195197," I am even wiser than my elders,
    for I have kept your commandments.",18
1195198," I am even wiser than my elders,
    for I have kept your commandments.",18
1195199," I am even wiser than my elders,
    for I have kept your commandments.",18
1195200," I am even wiser than my elders,
    for I have kept your commandments.",18
1195201," I am even wiser than my elders,
    for I have kept your commandments.",18
1195202," I am even wiser than my elders,
    for I have kept your commandments.",18
1195203," I am even wiser than my elders,
    for I have kept your commandments.",18
1195204," I am even wiser than my elders,
    for I have kept your commandments.",18
1195205," I am even wiser than my elders,
    for I have kept your commandments.",18
1195206," I am even wiser than my elders,
    for I have kept your commandments.",18
1195207," I am even wiser than my elders,
    for I have kept your commandments.",18
1195208," I am even wiser than my elders,
    for I have kept your commandments.",18
1195209," I am even wiser than my elders,
    for I have kept your commandments.",18
1195210," I am even wiser than my elders,
    for I have kept your commandments.",18
1195211," I am even wiser than my elders,
    for I have kept your commandments.",18
1195212," I am even wiser than my elders,
    for I have kept your commandments.",18
1195213," I am even wiser than my elders,
    for I have kept your commandments.",18
1195214," I am even wiser than my elders,
    for I have kept your commandments.",18
1195215," I am even wiser than my elders,
    for I have kept your commandments.",18
1195216," I am even wiser than my elders,
    for I have kept your commandments.",18
1195217," I am even wiser than my elders,
    for I have kept your commandments.",18
1195218," I am even wiser than my elders,
    for I have kept your commandments.",18
1195219," I am even wiser than my elders,
    for I have kept your commandments.",18
1195220," I am even wiser than my elders,
    for I have kept your commandments.",18
1195221," I am even wiser than my elders,
    for I have kept your commandments.",18
1195222," I am even wiser than my elders,
    for I have kept your commandments.",18
1195223," I am even wiser than my elders,
    for I have kept your commandments.",18
1195224," I am even wiser than my elders,
    for I have kept your commandments.",18
1195225," I am even wiser than my elders,
    for I have kept your commandments.",18
1195226," I am even wiser than my elders,
    for I have kept your commandments.",18
1195227," I am even wiser than my elders,
    for I have kept your commandments.",18
1195228," I am even wiser than my elders,
    for I have kept your commandments.",18
1195229," I am even wiser than my elders,
    for I have kept your commandments.",18
1195230," I am even wiser than my elders,
    for I have kept your commandments.",18
1195231," I am even wiser than my elders,
    for I have kept your commandments.",18
1195232," I am even wiser than my elders,
    for I have kept your commandments.",18
1195233," I am even wiser than my elders,
    for I have kept your commandments.",18
1195234," I am even wiser than my elders,
    for I have kept your commandments.",18
1195235," I am even wiser than my elders,
    for I have kept your commandments.",18
1195236," I am even wiser than my elders,
    for I have kept your commandments.",18
1195237," I am even wiser than my elders,
    for I have kept your commandments.",18
1195238," I am even wiser than my elders,
    for I have kept your commandments.",18
1195239," I am even wiser than my elders,
    for I have kept your commandments.",18
1195240," I am even wiser than my elders,
    for I have kept your commandments.",18
1195241," I am even wiser than my elders,
    for I have kept your commandments.",18
1195242," I am even wiser than my elders,
    for I have kept your commandments.",18
1195243," I am even wiser than my elders,
    for I have kept your commandments.",18
1195244," I am even wiser than my elders,
    for I have kept your commandments.",18
1195245," I am even wiser than my elders,
    for I have kept your commandments.",18
1195246," I am even wiser than my elders,
    for I have kept your commandments.",18
1195247," I am even wiser than my elders,
    for I have kept your commandments.",18
1195248," I am even wiser than my elders,
    for I have kept your commandments.",18
1195249," I am even wiser than my elders,
    for I have kept your commandments.",18
1195250," I am even wiser than my elders,
    for I have kept your commandments.",18
1195251," I am even wiser than my elders,
    for I have kept your commandments.",18
1195252," I am even wiser than my elders,
    for I have kept your commandments.",18
1195253," I am even wiser than my elders,
    for I have kept your commandments.",18
1195254," I am even wiser than my elders,
    for I have kept your commandments.",18
1195255," I am even wiser than my elders,
    for I have kept your commandments.",18
1195256," I am even wiser than my elders,
    for I have kept your commandments.",18
1195257," I am even wiser than my elders,
    for I have kept your commandments.",18
1195258," I am even wiser than my elders,
    for I have kept your commandments.",18
1195259," I am even wiser than my elders,
    for I have kept your commandments.",18
1195260," I am even wiser than my elders,
    for I have kept your commandments.",18
1195261," I am even wiser than my elders,
    for I have kept your commandments.",18
1195262," I am even wiser than my elders,
    for I have kept your commandments.",18
1195263," I am even wiser than my elders,
    for I have kept your commandments.",18
1195264," I am even wiser than my elders,
    for I have kept your commandments.",18
1195265," I am even wiser than my elders,
    for I have kept your commandments.",18
1195266," I am even wiser than my elders,
    for I have kept your commandments.",18
1195267," I am even wiser than my elders,
    for I have kept your commandments.",18
1195268," I am even wiser than my elders,
    for I have kept your commandments.",18
1195269," I am even wiser than my elders,
    for I have kept your commandments.",18
1195270," I am even wiser than my elders,
    for I have kept your commandments.",18
1195271," I am even wiser than my elders,
    for I have kept your commandments.",18
1195272," I am even wiser than my elders,
    for I have kept your commandments.",18
1195273," I am even wiser than my elders,
    for I have kept your commandments.",18
1195274," I am even wiser than my elders,
    for I have kept your commandments.",18
1195275," I am even wiser than my elders,
    for I have kept your commandments.",18
1195276," I am even wiser than my elders,
    for I have kept your commandments.",18
1195277," I am even wiser than my elders,
    for I have kept your commandments.",18
1195278," I am even wiser than my elders,
    for I have kept your commandments.",18
1195279," I am even wiser than my elders,
    for I have kept your commandments.",18
1195280," I am even wiser than my elders,
    for I have kept your commandments.",18
1195281," I am even wiser than my elders,
    for I have kept your commandments.",18
1195282," I am even wiser than my elders,
    for I have kept your commandments.",18
1195283," I am even wiser than my elders,
    for I have kept your commandments.",18
1195284," I am even wiser than my elders,
    for I have kept your commandments.",18
1195285," I am even wiser than my elders,
    for I have kept your commandments.",18
1195286," I am even wiser than my elders,
    for I have kept your commandments.",18
1195287," I am even wiser than my elders,
    for I have kept your commandments.",18
1195288," I am even wiser than my elders,
    for I have kept your commandments.",18
1195289," I am even wiser than my elders,
    for I have kept your commandments.",18
1195290," I am even wiser than my elders,
    for I have kept your commandments.",18
1195291," I am even wiser than my elders,
    for I have kept your commandments.",18
1195292," I am even wiser than my elders,
    for I have kept your commandments.",18
1195293," I am even wiser than my elders,
    for I have kept your commandments.",18
1195294," I am even wiser than my elders,
    for I have kept your commandments.",18
1195295," I am even wiser than my elders,
    for I have kept your commandments.",18
1195296," I am even wiser than my elders,
    for I have kept your commandments.",18
1195297," I am even wiser than my elders,
    for I have kept your commandments.",18
1195298," I am even wiser than my elders,
    for I have kept your commandments.",18
1195299," I am even wiser than my elders,
    for I have kept your commandments.",18
1195300," I am even wiser than my elders,
    for I have kept your commandments.",18
1195301," I am even wiser than my elders,
    for I have kept your commandments.",18
1195302," I am even wiser than my elders,
    for I have kept your commandments.",18
1195303," I am even wiser than my elders,
    for I have kept your commandments.",18
1195304," I am even wiser than my elders,
    for I have kept your commandments.",18
1195305," I am even wiser than my elders,
    for I have kept your commandments.",18
1195306," I am even wiser than my elders,
    for I have kept your commandments.",18
1195307," I am even wiser than my elders,
    for I have kept your commandments.",18
1195308," I am even wiser than my elders,
    for I have kept your commandments.",18
1195309," I am even wiser than my elders,
    for I have kept your commandments.",18
1195310," I am even wiser than my elders,
    for I have kept your commandments.",18
1195311," I am even wiser than my elders,
    for I have kept your commandments.",18
1195312," I am even wiser than my elders,
    for I have kept your commandments.",18
1195313," I am even wiser than my elders,
    for I have kept your commandments.",18
1195314," I am even wiser than my elders,
    for I have kept your commandments.",18
1195315," I am even wiser than my elders,
    for I have kept your commandments.",18
1195316," I am even wiser than my elders,
    for I have kept your commandments.",18
1195317," I am even wiser than my elders,
    for I have kept your commandments.",18
1195318," I am even wiser than my elders,
    for I have kept your commandments.",18
1195319," I am even wiser than my elders,
    for I have kept your commandments.",18
1195320," I am even wiser than my elders,
    for I have kept your commandments.",18
1195321," I am even wiser than my elders,
    for I have kept your commandments.",18
1195322," I am even wiser than my elders,
    for I have kept your commandments.",18
1195323," I am even wiser than my elders,
    for I have kept your commandments.",18
1195324," I am even wiser than my elders,
    for I have kept your commandments.",18
1195325," I am even wiser than my elders,
    for I have kept your commandments.",18
1195326," I am even wiser than my elders,
    for I have kept your commandments.",18
1195327," I am even wiser than my elders,
    for I have kept your commandments.",18
1195328," I am even wiser than my elders,
    for I have kept your commandments.",18
1195329," I am even wiser than my elders,
    for I have kept your commandments.",18
1195330," I am even wiser than my elders,
    for I have kept your commandments.",18
1195331," I am even wiser than my elders,
    for I have kept your commandments.",18
1195332," I am even wiser than my elders,
    for I have kept your commandments.",18
1195333," I am even wiser than my elders,
    for I have kept your commandments.",18
1195334," I am even wiser than my elders,
    for I have kept your commandments.",18
1195335," I am even wiser than my elders,
    for I have kept your commandments.",18
1195336," I am even wiser than my elders,
    for I have kept your commandments.",18
1195337," I am even wiser than my elders,
    for I have kept your commandments.",18
1195338," I am even wiser than my elders,
    for I have kept your commandments.",18
1195339," I am even wiser than my elders,
    for I have kept your commandments.",18
1195340," I am even wiser than my elders,
    for I have kept your commandments.",18
1195341," I am even wiser than my elders,
    for I have kept your commandments.",18
1195342," I am even wiser than my elders,
    for I have kept your commandments.",18
1195343," I am even wiser than my elders,
    for I have kept your commandments.",18
1195344," I am even wiser than my elders,
    for I have kept your commandments.",18
1195345," I am even wiser than my elders,
    for I have kept your commandments.",18
1195346," I am even wiser than my elders,
    for I have kept your commandments.",18
1195347," I am even wiser than my elders,
    for I have kept your commandments.",18
1195348," I am even wiser than my elders,
    for I have kept your commandments.",18
1195349," I am even wiser than my elders,
    for I have kept your commandments.",18
1195350," I am even wiser than my elders,
    for I have kept your commandments.",18
1195351," I am even wiser than my elders,
    for I have kept your commandments.",18
1195352," I am even wiser than my elders,
    for I have kept your commandments.",18
1195353," I am even wiser than my elders,
    for I have kept your commandments.",18
1195354," I am even wiser than my elders,
    for I have kept your commandments.",18
1195355," I am even wiser than my elders,
    for I have kept your commandments.",18
1195356," I am even wiser than my elders,
    for I have kept your commandments.",18
1195357," I am even wiser than my elders,
    for I have kept your commandments.",18
1195358," I am even wiser than my elders,
    for I have kept your commandments.",18
1195359," I am even wiser than my elders,
    for I have kept your commandments.",18
1195360," I am even wiser than my elders,
    for I have kept your commandments.",18
1195361," I am even wiser than my elders,
    for I have kept your commandments.",18
1195362," I am even wiser than my elders,
    for I have kept your commandments.",18
1195363," I am even wiser than my elders,
    for I have kept your commandments.",18
1195364," I am even wiser than my elders,
    for I have kept your commandments.",18
1195365," I am even wiser than my elders,
    for I have kept your commandments.",18
1195366," I am even wiser than my elders,
    for I have kept your commandments.",18
1195367," I am even wiser than my elders,
    for I have kept your commandments.",18
1195368," I am even wiser than my elders,
    for I have kept your commandments.",18
1195369," I am even wiser than my elders,
    for I have kept your commandments.",18
1195370," I am even wiser than my elders,
    for I have kept your commandments.",18
1195371," I am even wiser than my elders,
    for I have kept your commandments.",18
1195372," I am even wiser than my elders,
    for I have kept your commandments.",18
1195373," I am even wiser than my elders,
    for I have kept your commandments.",18
1195374," I am even wiser than my elders,
    for I have kept your commandments.",18
1195375," I am even wiser than my elders,
    for I have kept your commandments.",18
1195376," I am even wiser than my elders,
    for I have kept your commandments.",18
1195377," I am even wiser than my elders,
    for I have kept your commandments.",18
1195378," I am even wiser than my elders,
    for I have kept your commandments.",18
1195379," I am even wiser than my elders,
    for I have kept your commandments.",18
1195380," I am even wiser than my elders,
    for I have kept your commandments.",18
1195381," I am even wiser than my elders,
    for I have kept your commandments.",18
1195382," I am even wiser than my elders,
    for I have kept your commandments.",18
1195383," I am even wiser than my elders,
    for I have kept your commandments.",18
1195384," I am even wiser than my elders,
    for I have kept your commandments.",18
1195385," I am even wiser than my elders,
    for I have kept your commandments.",18
1195386," I am even wiser than my elders,
    for I have kept your commandments.",18
1195387," I am even wiser than my elders,
    for I have kept your commandments.",18
1195388," I am even wiser than my elders,
    for I have kept your commandments.",18
1195389," I am even wiser than my elders,
    for I have kept your commandments.",18
1195390," I am even wiser than my elders,
    for I have kept your commandments.",18
1195391," I am even wiser than my elders,
    for I have kept your commandments.",18
1195392," I am even wiser than my elders,
    for I have kept your commandments.",18
1195393," I am even wiser than my elders,
    for I have kept your commandments.",18
1195394," I am even wiser than my elders,
    for I have kept your commandments.",18
1195395," I am even wiser than my elders,
    for I have kept your commandments.",18
1195396," I am even wiser than my elders,
    for I have kept your commandments.",18
1195397," I am even wiser than my elders,
    for I have kept your commandments.",18
1195398," I am even wiser than my elders,
    for I have kept your commandments.",18
1195399," I am even wiser than my elders,
    for I have kept your commandments.",18
1195400," I am even wiser than my elders,
    for I have kept your commandments.",18
1195401," I am even wiser than my elders,
    for I have kept your commandments.",18
1195402," I am even wiser than my elders,
    for I have kept your commandments.",18
1195403," I am even wiser than my elders,
    for I have kept your commandments.",18
1195404," I am even wiser than my elders,
    for I have kept your commandments.",18
1195405," I am even wiser than my elders,
    for I have kept your commandments.",18
1195406," I am even wiser than my elders,
    for I have kept your commandments.",18
1195407," I am even wiser than my elders,
    for I have kept your commandments.",18
1195408," I am even wiser than my elders,
    for I have kept your commandments.",18
1195409," I am even wiser than my elders,
    for I have kept your commandments.",18
1195410," I am even wiser than my elders,
    for I have kept your commandments.",18
1195411," I am even wiser than my elders,
    for I have kept your commandments.",18
1195412," I am even wiser than my elders,
    for I have kept your commandments.",18
1195413," I am even wiser than my elders,
    for I have kept your commandments.",18
1195414," I am even wiser than my elders,
    for I have kept your commandments.",18
1195415," I am even wiser than my elders,
    for I have kept your commandments.",18
1195416," I am even wiser than my elders,
    for I have kept your commandments.",18
1195417," I am even wiser than my elders,
    for I have kept your commandments.",18
1195418," I am even wiser than my elders,
    for I have kept your commandments.",18
1195419," I am even wiser than my elders,
    for I have kept your commandments.",18
1195420," I am even wiser than my elders,
    for I have kept your commandments.",18
1195421," I am even wiser than my elders,
    for I have kept your commandments.",18
1195422," I am even wiser than my elders,
    for I have kept your commandments.",18
1195423," I am even wiser than my elders,
    for I have kept your commandments.",18
1195424," I am even wiser than my elders,
    for I have kept your commandments.",18
1195425," I am even wiser than my elders,
    for I have kept your commandments.",18
1195426," I am even wiser than my elders,
    for I have kept your commandments.",18
1195427," I am even wiser than my elders,
    for I have kept your commandments.",18
1195428," I am even wiser than my elders,
    for I have kept your commandments.",18
1195429," I am even wiser than my elders,
    for I have kept your commandments.",18
1195430," I am even wiser than my elders,
    for I have kept your commandments.",18
1195431," I am even wiser than my elders,
    for I have kept your commandments.",18
1195432," I am even wiser than my elders,
    for I have kept your commandments.",18
1195433," I am even wiser than my elders,
    for I have kept your commandments.",18
1195434," I am even wiser than my elders,
    for I have kept your commandments.",18
1195435," I am even wiser than my elders,
    for I have kept your commandments.",18
1195436," I am even wiser than my elders,
    for I have kept your commandments.",18
1195437," I am even wiser than my elders,
    for I have kept your commandments.",18
1195438," I am even wiser than my elders,
    for I have kept your commandments.",18
1195439," I am even wiser than my elders,
    for I have kept your commandments.",18
1195440," I am even wiser than my elders,
    for I have kept your commandments.",18
1195441," I am even wiser than my elders,
    for I have kept your commandments.",18
1195442," I am even wiser than my elders,
    for I have kept your commandments.",18
1195443," I am even wiser than my elders,
    for I have kept your commandments.",18
1195444," I am even wiser than my elders,
    for I have kept your commandments.",18
1195445," I am even wiser than my elders,
    for I have kept your commandments.",18
1195446," I am even wiser than my elders,
    for I have kept your commandments.",18
1195447," I am even wiser than my elders,
    for I have kept your commandments.",18
1195448," I am even wiser than my elders,
    for I have kept your commandments.",18
1195449," I am even wiser than my elders,
    for I have kept your commandments.",18
1195450," I am even wiser than my elders,
    for I have kept your commandments.",18
1195451," I am even wiser than my elders,
    for I have kept your commandments.",18
1195452," I am even wiser than my elders,
    for I have kept your commandments.",18
1195453," I am even wiser than my elders,
    for I have kept your commandments.",18
1195454," I am even wiser than my elders,
    for I have kept your commandments.",18
1195455," I am even wiser than my elders,
    for I have kept your commandments.",18
1195456," I am even wiser than my elders,
    for I have kept your commandments.",18
1195457," I am even wiser than my elders,
    for I have kept your commandments.",18
1195458," I am even wiser than my elders,
    for I have kept your commandments.",18
1195459," I am even wiser than my elders,
    for I have kept your commandments.",18
1195460," I am even wiser than my elders,
    for I have kept your commandments.",18
1195461," I am even wiser than my elders,
    for I have kept your commandments.",18
1195462," I am even wiser than my elders,
    for I have kept your commandments.",18
1195463," I am even wiser than my elders,
    for I have kept your commandments.",18
1195464," I am even wiser than my elders,
    for I have kept your commandments.",18
1195465," I am even wiser than my elders,
    for I have kept your commandments.",18
1195466," I am even wiser than my elders,
    for I have kept your commandments.",18
1195467," I am even wiser than my elders,
    for I have kept your commandments.",18
1195468," I am even wiser than my elders,
    for I have kept your commandments.",18
1195469," I am even wiser than my elders,
    for I have kept your commandments.",18
1195470," I am even wiser than my elders,
    for I have kept your commandments.",18
1195471," I am even wiser than my elders,
    for I have kept your commandments.",18
1195472," I am even wiser than my elders,
    for I have kept your commandments.",18
1195473," I am even wiser than my elders,
    for I have kept your commandments.",18
1195474," I am even wiser than my elders,
    for I have kept your commandments.",18
1195475," I am even wiser than my elders,
    for I have kept your commandments.",18
1195476," I am even wiser than my elders,
    for I have kept your commandments.",18
1195477," I am even wiser than my elders,
    for I have kept your commandments.",18
1195478," I am even wiser than my elders,
    for I have kept your commandments.",18
1195479," I am even wiser than my elders,
    for I have kept your commandments.",18
1195480," I am even wiser than my elders,
    for I have kept your commandments.",18
1195481," I am even wiser than my elders,
    for I have kept your commandments.",18
1195482," I am even wiser than my elders,
    for I have kept your commandments.",18
1195483," I am even wiser than my elders,
    for I have kept your commandments.",18
1195484," I am even wiser than my elders,
    for I have kept your commandments.",18
1195485," I am even wiser than my elders,
    for I have kept your commandments.",18
1195486," I am even wiser than my elders,
    for I have kept your commandments.",18
1195487," I am even wiser than my elders,
    for I have kept your commandments.",18
1195488," I am even wiser than my elders,
    for I have kept your commandments.",18
1195489," I am even wiser than my elders,
    for I have kept your commandments.",18
1195490," I am even wiser than my elders,
    for I have kept your commandments.",18
1195491," I am even wiser than my elders,
    for I have kept your commandments.",18
1195492," I am even wiser than my elders,
    for I have kept your commandments.",18
1195493," I am even wiser than my elders,
    for I have kept your commandments.",18
1195494," I am even wiser than my elders,
    for I have kept your commandments.",18
1195495," I am even wiser than my elders,
    for I have kept your commandments.",18
1195496," I am even wiser than my elders,
    for I have kept your commandments.",18
1195497," I am even wiser than my elders,
    for I have kept your commandments.",18
1195498," I am even wiser than my elders,
    for I have kept your commandments.",18
1195499," I am even wiser than my elders,
    for I have kept your commandments.",18
1195500," I am even wiser than my elders,
    for I have kept your commandments.",18
1195501," I am even wiser than my elders,
    for I have kept your commandments.",18
1195502," I am even wiser than my elders,
    for I have kept your commandments.",18
1195503," I am even wiser than my elders,
    for I have kept your commandments.",18
1195504," I am even wiser than my elders,
    for I have kept your commandments.",18
