,text,label
83,"Prisoner De Baca (Ponti) is desperate for a stay of execution, with prisoners Hennessy (Best), Holt (Raybould), and others (Horan) seeking to give him hope, while former English literature Professor and fellow inmate Herbert 'Herbie' Morrison (Keith) braces him for reality. Guards Pops Lafferty (Westerfield) and Callahan (Mims) escort De Baca to the death chamber while Father McCann (Sullivan) gives him last rites. Morrison is on death row for murder and wants to die with dignity, refusing his lawyer Maury Berg's (Maxwell) attempt for a stay of execution and only desiring a full pardon. Morrison appreciates how those on the outside don't know their scheduled time, place, and manner of death. Guard Lafferty is helpful and optimistic, while guard Callahan constantly berates him. When Herbert is taken to the gas chamber, he kills guard Lafferty and is taken away. Afterward, Warden Elvery (Carson) tells Herbert that his lawyer Berg obtained a stay and found a witness to clear his name, but since Herbert killed Lafferty, he will never be pardoned.
",247
84,"Paul Devore (Long) is an unhappily married department store manager. When employee Mrs. Ranwiller (Dunbar) catches thirty-two-year-old mother of two Lois Callen shoplifting an $80 necklace, he hatches an idea. He tells Lois that he will not turn her in for grand theft, nor tell her banker husband, if she agrees to be part of a plan of his. Paul wants a divorce after four years of marriage, but his wife Kate (Sand) refuses to give him one because she doesn't want him to get a nickel, much less half of everything they own through community property law. When Kate leaves on a Sunday trip, he invites Lois over. Lois arrives and discovers the house burglarized, which is really Paul's doing. He hopes that his wife Kate will divorce him now that her treasured possessions are all gone. Paul asks Lois to tie him up, so she does so and leaves. Later Kate arrives and tells Paul how lucky he is that the burglars didn't kill him, after checking to see that all her valuables are gone. Instead of freeing her husband, however, she takes this opportunity to kill him by smothering him with a pillow. 
",249
85,"The episode opens detailing modern policing techniques, with a focus on fingerprint matching.  Captain Ellison (Freed) reports a notable suspect on a new case, that of Milton Potter (Hartman), and describes a past case involving the man. Mr. Newton (Whitehead) discusses with his boss, John B. Halverson (Holmes), about how Potter's books don't match. Captain Ernest Fisher (Bray) is called in to investigate at the firm and inquire about Potter's personal details, which are lacking due to his mild-mannered discretion. Potter steals $200,000 from his place of work and surrenders to Police Sergeant Carmody (Alper). Potter tells Fisher and Lieutenant Hogan (Ellis) about how he had to steal the money after planning the theft for so long, but he refuses to disclose where the money is hidden. After 13 years working the prison library as a model prisoner who read every book on traveling, Potter is released and returns the money to Fisher, ending his parole. However, Potter has earned $154,862.25 from investing the stolen money, and he uses the profits to travel the world in luxury aboard cruise ships, while making new friends (Manson).
",249
86,"Cynical movie producer William Callew (Cotten) dictates a letter while relaxing in the sun with friend Ed Johnson (Bailey). Callew fires a long-time employee, Hubka (Stanley), over the phone and scoffs at his crying. Later while driving on a rural detour, Callew gets into a car accident and is completely paralyzed (other than being able to move his left pinky finger) after crashing into a prison guard (Weldon) and multiple vehicles. He is robbed by escaped convicts (Spelling, Emanuel, one other) who ignore him and leave him for dead. Two more convicts (Edwards and Ragan) come by shortly afterward and take his clothes. Finally, the sheriff (Chandler) arrives after catching a prisoner. At the morgue, worker Lloyd (Alper) and the ambulance driver (Newton) discuss the escape, and the coroner (Landers) and his assistant (Peters) order William to be left for the night. Just when Callew is about to be declared legally dead, he saves himself at the last minute by getting the attention of Dr. Harner (Shannon) and his friend Chessy (Press) with his tears.
",249
87,"Ida Blythe (Straight) and her daughter Dorothy (Hitchcock) travel out to a family cottage one year after the death of Ida's husband from a heart attack. They stop at the local general store to speak with storekeeper Burt (Beddoe), who informs them of an escaped mental patient from the local institution. Ida is staying alone at her cottage, despite Dorothy protesting, to clean while waiting for an acquaintance to visit. While obtaining firewood during a storm, a woman named Madeleine (Spain) sneaks into Ida's cottage, claiming that she was followed by the patient while out hiking. Madeleine's rambling about psychologists and incessant desire to be alone to paint scares Ida, as well as Madeleine's comparison of Ida to her aunt, whom she says is filled with hate (which is triggered by the sounds of the cuckoo clock). When a man (Buka) knocks on the door to tell her about the female runaway patient, Ida opens the door and shoves Madeleine to the ground, knocking her unconscious. However, the man is the real patient, and he goes insane at the sound of the cuckoo clock, smashing it on the ground.
",249
88,"Small-time crook Larry (Loggia) and his girlfriend Angie (Dowling) argue about marriage and money after Larry quits as a bookie. Larry sees the secretary (May) of and gets a job with wealthy Stefan Bregornick (Kuluva), cousin to Larry's father but who saw him as naive and stupid for being straight. Bregornick is an importer of many things, including stolen goods. Bregornick introduces Larry to his friend Miklosh (Barzell) and they discuss the importation business, specifically vintage wine. Four months into the job, after constant hassling from Angie and promising her a move to dreamy Rio de Janeiro, Larry stages a phone call pretending to be Miklosh in order to sabotage a deal. Larry takes the $30,000 from Bregornick for the supposed deal and shows it to Angie, but he returns it a few hours later as Miklosh arrives for the actual deal, apologizing for his moment of weakness while invoking his father's honesty. Angie is angered at Larry's giving back the money, but Larry explains that he now has Bregornick's trust, and a better opportunity to steal more money will come his way soon.
",250
89,"London. A lawyer (Parker) helps a man named Captain Morgan (Kendall) hire a private detective named Frute (Barker) in order to spy on his wife (Walsh). Morgan is convinced that his wife, a hotel waitress, is cheating on him. As Frute starts following Mrs. Morgan, pretending to be a hotel waiter, he finds that Mrs. Morgan, rather than cheating, only spends time with her friend and fellow waitress Gladys (Duxbury). Frute begins to fall for her, while Mrs. Morgan feels sad for him and is suspicious of him, having seen him following her and Gladys. They talk of her failed relationship with Captain Morgan and the Captain's extreme jealousy. The two begin an affair, though Mrs. Morgan does not know he was hired to spy on her. Later, Captain Morgan demands evidence of his wife's infidelity. When pressed by the lawyer, Frute gives Captain Morgan detailed descriptions of his own meetings with Mrs. Morgan. Angrily, Morgan issues divorce papers to a process server (Selby), thusly clearing the way for a loving relationship between Frute and Mrs. Morgan, as Frute admits the entire truth to the future Mrs. Frute. 
",251
90,"Joe (Wynn) and Wanda Ferlini (Sterling) are a husband-and-wife escape artist act, though their marital relationship is strained. They argue about age and whether they can still do difficult tricks, and Joe is especially sensitive about being called old. Joe argues with agent Harry Miller (Patrick) about working an especially complex trick involving swimming and handcuffs. Meanwhile, Wanda has a secret relationship with singer Tommy (Craven), who urges her to leave Joe. At an event where Joe finally gets to attempt his dream trick, police Chief Wallace (Carson) is given the honor of placing the handcuffs on Joe, while associate Dave Brooks (Rondell) drives the boat to dump Joe into the lake. When Joe performs the dangerous water escape while handcuffed, Wanda switches his keys, causing him to drown. At the funeral, while the reverend (Meredith) gives his sermon, an insurance investigator (Stroud) interrupts and opens the coffin, revealing to the public that it is empty. Harry reveals that he privately arranged that Joe be buried somewhere secret as a final ""escape"", but due to the stunt, Wanda goes insane and is placed under the care of a psychiatrist (Livesey).
",251
91,"Old Maggie Ryan (Corby) promises to fix a wonderful meal to Ben Morgan (MacGregor) if he will get to work during a very rainy day. Cowboy Dell Delaney (Barry) arrives shortly afterward, desiring a warm respite from the storm, and proceeds to scare the life out of Ben by drawing his gun on him when Ben brings in some firewood. Another cowboy, Red Hillman (McGavin), soon shows up at Old Maggie's roadhouse, and the two cowboys threaten a shoot-out over a poker game and intoxication from the night before. Maggie, widow to a renowned gunfighter, does her best to negotiate a peace, threatening to tell the sheriff that whoever shoots first is a murderer, and she eventually convinces them to only shoot each other when the clock strikes. All she requests is to hold the giant cross that her husband gave her on their wedding day, which sits next to the clock on the shelf. When the clock mysteriously stops, the men take it to be a sign from God and leave peacefully. The light-hearted ending is enhanced by an explanation from Ben of why the clock stops, as it is the cross that keeps the shelf level, enabling the clock to function properly.
",251
92,"Antiques dealer Laurence Appleby (Harris) is desperate for money, as he is being threatened with a lawsuit by Turkish national Mr. Desar (Ansara) over a $12,000 debt. He becomes utterly distraught when wealthy Martha Sturgis (Mundy) breaks an $11,000 camel statuette, although he is somewhat relieved when she writes him a check for the full balance. Appleby kills his argumentative wife Lena (Larabee) by deliberately causing her to fall and hit her head in order to get her inheritance. Since he still has debts, he woos and marries wealthy heiress Sturgis. When Martha refuses to give him money for $7000 in debt to Desar over Hittite curios, he tries to kill her while servant Ella (Glessing) is away, but Martha is prepared for him. Martha and her lawyer Sidney Gainsborough (Clarke) have evidence that Appleby killed his first wife, and if anything happens to Martha, Gainsborough will go to the police. Appleby is about to comply with Martha's demands to give up his shop and stay at home with her, but she accidentally falls and dies the same way as Lena.
",252
93,"Elderly Miss Lowen (Squire) learns from Detective Berger (Adams) that her niece Margie, who has been living with her for the nine years since her father's death in World War II, has been exchanging romantic letters (through a pen pal club) with 27-year-old convict Rod Collins (Gulager) for the past two years. Collins, facing life in prison for murder, has just escaped prison after nine years and may come to her for help and shelter. Margie is away staying with a friend, so the decision is made to not inform her of the circumstances. Collins breaks into Miss Lowen's house almost immediately after the detective leaves in desperation to find Margie, as he believes himself to be in love with her. Collins believes that he can work a lathe job in a machinist shop to support them while on the run. Miss Lowen promises to call her niece, but she instead calls Detective Berger. Miss Lowen knocks Collins out and the police capture him as a doctor (Montgomery) bandages his head. Unknown to all, Miss Lowen is the one who has been writing to Collins all along, using her niece's name. She immediately starts writing a new letter to Collins.
",253
94,"Successful singer Crystal Coe (Bergen) complains to her maid Pauline (Carleton) about her monotonous life. She tried to erase all evidence of her sordid past, and the only person who knows the truth is her husband Tony (Maross), who spent seven years in prison after taking the fall for Crystal's petty theft and is upset that he received no letters from her or even a birth announcement of their child. Tony arrives after a show, and they go for a drive and talk while a gas station attendant (Romano) checks on the automobile. Crystal signals to the attendant that she needs help while Tony anxiously looks over the gun he used for past crimes, which Crystal saved. Tony tries to get out of the vehicle, but Crystal refuses to let him leave. When the police pull behind her with sirens blaring, Crystal pulls the gun and shoots Tony. She tells the policeman (Britton) and a lieutenant (Kinsella) that Tony was a random stalker that tried to kill her, and her current 'husband' George Wyncliff (Albertson) takes her home. However, she learns that Tony filed for an invention patent for electronic equipment and the police are tracking down his beneficiaries.
",253
95,"Young best friends Iggy (Gordon) and Clete (Walken) get into trouble looking into a mobster's car by owner Mr. Rose (Patrick) and his associate Joe (Landers). Iggy dreams of having the best golf clubs in New York, as his father (Elliot) enjoys playing after driving a bus. Clete's father works at a bank and reads all the time, and he is moving in a couple of days. While searching for golf balls to pawn (at a golf course), they witness Mr. Rose and Joe beating up a frightened man (Fresco) regarding bootlegging. Iggy insists on reporting the incident to a police Desk Sergeant (Hoyt) and patrolman (Gilman), but he is heartbroken when the police refuse to take him seriously and his father is too frightened to stand up for him. Rose gives Iggy $10 to give him a taste of the life, and he offers work running errands. Iggy changes his allegiance from his father to Rose. Thirty-five years later, Iggy has become a mobster himself, and Clete (Craven) sees a newspaper article of his death by gunshot (which was shown at the outset and end of the episode).
",253
96,"Writer Steven (McGuire) is interrupted by a soaking-wet new actress, Lois (Welles), who fell into the nearby ocean and desires a blanket. Twenty-three-year-old Hollywood PR man Jimmy Dolan (Baker) enters raving over a conversation he had with a studio boss about exploiting the death of aged alcoholic movie star Betsy Blake (Totter) from a boat accident in order to create a massive publicity campaign (comparable to that of Rudolph Valentino's death) and advance his career. Jimmy pays Steven $300 to write a screenplay regarding the incident and her life. Alfredo (Ragan) stops by to share ""love secrets from beyond the grave"" to help the script. However, three months later (on the eve of the release), Betsy returns, alive and ready to take advantage of her new ""legend"". Betsy reveals that the incident was planned both to give her a vacation break and build up her image. Jimmy, distraught at having his success overshadowed, kills her by pushing her from a balcony down to the beach during an argument. Jimmy goes to Steven and offers $5000 to help him cover it up, but Steven calls the police. It is then revealed that Betsy was Jimmy's mother.
",255
97,"Rusty Connors is a con man that has just been released from prison. He looks up the wife of his dead former cellmate, a robber and murderer, named Mike Krause. Before he was imprisoned, Krause stole a significant amount of money and killed his partner. The money and the body, however, never turned up. Connors talks to Krause's wife Helen and hopes that she knows where the money is. She, however, does not have a clue. Eventually, however, they are able to figure out that the money is stored in an abandoned boathouse that is now infested with rats. In the boathouse, they find the money and the skeleton of Krause's partner. When Connors sees the money, he is overcome with greed and tries to murder Helen. She manages to knock him out. When Connors awakens, he finds himself bound and gagged and being taunted by Helen. She gets up to leave with the money, but is tripped by Connors and is impaled on a hook. As she dies, the scent of her blood attracts the rats. Since Connors is bound; all he can do is listen with horror as the rats approach him in order to kill him by eating him alive.
",256
98,"In 1919 London, a serial killer is stalking the streets, killing by strangulation a husband, Herbert Whybrow (Gould-Porter), and wife (Plowright), as well as an elderly flower seller (O'Mahoney). Whybrow's nephew (Harvey) questions the first officer to arrive on the scene, Sergeant Ottermole (Bikel), while neighbors (Welch, Roden) and pry. The city is filled with fear, and the police, led by Ottermole, are stumped, leaving reporters (Davis) to question police capabilities. Ottermole insures that bartender Ben (McCallion) closes on time due to the number of deaths occurring. Even a policeman, Peterson (Trayne), is brutally strangled with no witnesses. A blind man (Hamer) has heard the killer whistle but cannot identify him otherwise. Constable Johnson (Thatcher) believes that there is no motive for the killings and the murderer is not English, but The Guardian journalist Summers (Williams) suspects that the killer has to be someone that people take for granted, and he helps trap the true killer: Sergeant Ottermole, who claims that his hands are out of his control after trying to strangle Summers.
",256
99,"Father Andy (Bell) and son Bill Davis (Reynolds) break down in the desert when their radiator overheats in their tanker truck that was converted to carry water instead of oil. Criminals Marsh (Hamilton) and Lemon (Stanton) try to pass by when their drive shaft breaks. They reveal a kidnapped woman, Stephanie Thomas (Stevenson), and $100,000 that they stole. Marsh, the brains of the operation, is focused on the money, while Lemon is obsessed with Thomas. They then steal the tanker to escape across the border to Sonoita and leave the others to die, unaware that Andy and Bill know how to survive in the desert and leaving Thomas to supposedly die with them. Andy knows that they can drink the gallons of water in the radiator and Bill knows how to start a signal fire and store water in the car tire's innertube. The next day police patrolmen (Karnes and Dockstader) find Lemon's body, with him having been shot in the head. They then find the tanker broken down, along with Marsh's body. The kidnappers turned on each other when their water ran out, not realizing that the Davises' tanker was carrying water (as it was still labelled as an oil tanker).
",257
100,"Advertising executive Courtney Masterson (Cotten) and his secret lover Peg (Adams) are robbed in Lover's Lane by a thug, Rudy Stickney (Gordon). When Peg flees, Courtney knocks Rudy to the ground, taking his gun and locking him in the trunk. Unwilling to go to the police, Courtney and Peg discuss what to do while driving around. Courtney drops Peg off to protect her and kills the thug so that he will not reveal their affair. Courtney then goes to the police and gives a false story of picking up a hitchhiker and then having a struggle in which he kills in self-defense. Police Inspector Silva (de Corsia) informs Courtney of the thug's name and violent background. When he goes to the office the next day, Courtney's personal assistant Mary (Bonney) informs him that a detective is waiting in his office. Instead of a police detective, it is a private detective (Stroud) that has been hired by Courtney's wife (Greene) to follow him for the previous 5 days. This detective saw everything, drops the thug's recovered knife on the table, and states that it would be mutually profitable if they discussed the matter before he files his report with the wife or police.
",257
101,"Martha Stone (Shaw) and George the janitor (Helton) discuss the extreme heat and a murderer killing local women. The murderer has killed two blonde women while they are alone at night. Ellen Grant (Ford) is terrified and wants extra locks on the apartment door, but her husband Steve (Brodie) is dismissive of her concerns as he is angry that he did not get a pay raise at work. Ellen wants Steve to request to work the day shift until the murderer is caught. Steve goes to have a beer before work and runs into friend Ed (Townes), who stops by the Grant's apartment and offers to stay with old acquaintance Ellen. The two discuss why Ellen turned down Ed romantically and Ed's continuing grudge regarding Ellen. While Steve is at work, Ellen is scared and suspicious of various people that she meets, such as the local shoemaker (Linder) and even George, but she turns down Martha's offer to stay with her that night. Martha even accuses Ellen of having an affair with Ed. She is only relieved when the locksmith arrives to fix a lock and chain on her door, but the locksmith turns out to be the murderer, and he strangles Ellen as a terrified Steve listens to the commotion over the phone.
",258
102,"Gangster Georgie Minnelli (Philips) argues with his known rival, Lucky Moore (Chandler), over the pinball racket and discuss the promotion of their cop enemy, Lieutenant James Larkin (Stephens). Georgie kills Lucky after Lucky jokes about sending Georgie the biggest lollypop in town and then works to set up an adequate alibi. He tries to use his willing bartender Uncle Leo (Reed), but Leo refuses to lie to Larkin. He then tries to reconnect with his former girlfriend Goldie (Smith), but she wants nothing to do with him after finding a signed photo of another girlfriend, Viola (Paul). Next, he goes to the hospital to set up the alibi with elderly friend Timmy (Tyler), but Timmy dies just a few minutes into Georgie's visit. Upon going home, he finally sets up an alibi that he was in his apartment the whole day by threatening landlady Mrs. Salvatore (Brunetti) about her fifteen-year-old daughter Maria. When Larkin questions Georgie, a delivery boy (Erickson) arrives with a package and receives no tip, so he complains, revealing that he had tried to deliver the package five times previously that day because Georgie was not at home.
",260
103,"Lonely high school student Susan Harper (Harrison) talks with her friend Marjorie Stone (Kristen) until Susan's crush Tom (Gilleran) comes outside, but Tom is more interested in Marjorie than Susan. Susan turns down friend Eva (Henreid) offering to walk home together and she walks alone instead. While walking through a park, Susan pretends to be attacked by a masked man in order to get attention. She is successful and a police detective (Brandt) takes her home to tell her parents (Calder and Moore) and get a description. Reporter Eve (McVeagh) and a photographer (Fresco) arrive to interview her for the newspaper. She almost picks out a suspect (Martin) from a police lineup until Sergeant Martin (McVey) reminds her that she is contradicting her own story. When the community moves on to the next big news of sibling students dying in a climbing accident, she strangles the school's most popular girl, Marjorie, to make it seem as though the ""masked man"" is responsible. Susan is pleased to be relevant again, but her actions have inspired a copycat masked man, and he attacks and strangles her at the same park pond where she had planned everything in the beginning.
",261
104,"Professor Jarvis (Ford) is a teacher of anatomy who discovers that one of his students Perry Hatch (Gray) is cheating on an exam. Perry pleads for forgiveness, but Jarvis threatens to write a letter to Perry's father. Perry meets with friend Denny (Brothers) to discuss the situation and figure that Jarvis is so grumpy because of his domineering wife and their frequent, violent quarrels. Later, Perry and Denny visit Jarvis to try to get him to change his mind so that he won't potentially lose access to his family's money. At Jarvis's house, Perry sees the professor disposing of an old hat box. Knowing that Jarvis's wife Margaret has not been seen in six or seven months, he begins to suspect foul play. He examines the hat box and discovers a brand-new hat, which is very unlikely to be thrown away. Perry informs a police inspector, Lieutenant Roman (Maxwell), who interviews Jarvis when the story of the wife visiting her sister falls apart. Jarvis claims that he and his wife are separated and denies that there has been any wrongdoing. Roman accepts Jarvis's story that he still loves her and returns his wife's hat. Jarvis takes the hat to his study, places it on a skeleton hanging there, and says simply ""Goodnight, Margaret"".
",261
105,"At a dinner party, Albert Martin (Hewitt) confronts his close friend Virginia Pond (Moore), who is having an affair with her ex Cam (Walker). Her suspicious husband, Joseph Pond (Merrill), offers to host any guest that his wife might desire to invite to dinner, so Virginia invites Albert. Albert fears that Virginia is going to be harmed or killed by her jealous husband Joseph due to her affair with her ex, and indeed Virginia is knocked out by a falling scaffolding plank that night while strolling with Albert. Joseph says it must have been an accident caused by the wind, but Albert realizes that there was no wind that night. A container of arsenic also mysteriously disappeared, with Joseph falling ill with symptoms of arsenic poisoning (which Albert believes was accidental in Joseph's planning to kill Virginia). Albert goes on a beach fishing trip with Joseph to warn him off, but Joseph confronts Albert first, revealing that he is an expert 'accident man' who meant for the plank to kill Albert. Joseph admits that Albert has been poisoned through his coffee (as Joseph has built up a tolerance to arsenic). As Albert is dying, he weeps and tells Joseph that he has the wrong man, admitting that it was Cam who made Joseph a cuckold instead.
",261
106,"At a parole office, Doris (Harford) is being supervised by parole officer Clementine Webster (Gregg) when disgruntled ex-con Harold ""Stretch"" Sears (Fitzgerald) is brought in by Mr. Chambers (Space). Sears is hired by store manager Mr. Shaw (Watson) as a department store Santa for $10 per day plus lunch thanks to Miss Webster. Sears loathes the job, as he dislikes the children (Gibson, Hunley, Blankley, Bernard, Winkelman), but his attention is caught by a cynical poor boy (Clark) who wants an expensive toy plane currently being played with by a highly engaged man (Willis) and the boy believes that Santa is unable to give it to him. Sears is so unimpressed by the store that he doesn't even try to take anything past security (McVey), and he acts rather rudely to Miss Webster when she drives him home. Sears steals the toy to give it to the cynical boy for Christmas, as he sees himself in the child. Sears is caught by the police after leaving the boy's apartment home, but Webster understands Sears' intent and has the charges dropped by paying for the gift, despite the hesitancy of the police sergeant (Reynolds).
",262
107,"Art gallery owner James 'Jim' Howgill (Howard) wants to divorce his wife Marjorie (Donahue) but has no grounds for it, other than being bored, but Marjorie doesn't believe in it. He travels to Acapulco and has a fun time with beautiful Estelle (Murphy) at a beach party. Afterward, he sees an attorney, Mr. Johnson (Richards), about a divorce, but Mr. Johnson convinces him to check in on Marjorie, as he has no real grounds for divorce. At Johnson's recommendation, he reluctantly hires a private investigator, Mr. Bates (Johnson), who visits Jim at the gallery and is introduced by employee Mrs. Hackett (MacMichael). Bates tails Marjorie, and Jim is shocked to hear that his wife has been throwing parties and has an actor named Niles Brandon as her lover. Jim is jealous and starts ignoring the caring and patient Estelle, who finally leaves him. Jim reconciles with Marjorie after discussing her new hobbies, but later learns that Bates had been following the wrong woman, an actress named Kathleen Perry (Welles) who looks very similar to Marjorie and had been subletting the house while Marjorie was in San Francisco.
",262
108,"Ned Malley (Evans) greatly loves his thirteen-year-old dog Annie, a Kerry Blue, and Ned's wife Thelma (Mathews) grows jealous. Though she likes the dog, she thinks her husband's love for it is unhealthy. One day while Ned is away on a business trip to Cleveland, Annie dies, and Ned accuses his wife of murder for not calling the veterinarian, Dr. Chaff (Zaremba), and he believes that she buried Annie alive. Dr. Chaff stops by to console Ned and reassure him of the correctness of Thelma's actions. Even Ned's personal doctor, Dr. Prentiss (Reiner), notices that Ned is not the same, so he gives Ned some sleeping pills. He slips an overdose of the sleeping pills into Thelma's hot chocolate and tells her his plan of having her buried alive. As she slips into unconsciousness, Ned hears familiar barking and goes to investigate. He sees a Kerry Blue chained to Annie's doghouse. Running to the dog, he trips and fatally injures himself. A neighbor calls the police, and the detective (Carlile) revives Thelma. As her dead husband is being taken away, she wonders whether she should have told him about the new Kerry Blue.
",263
109,"Carl (Meeker) and Annette Borden (Thaxter) say their goodbyes to friends Perry Harrison (Clanton), a banker, and Lorna Jenkins (Kardell), a businesswoman, who are leaving their dog, a Great Dane named Cassandra, with the Bordens. Cassandra becomes especially fond of Carl but is reluctant to engage with Annette. Carl and Annette have grown increasingly apart ever since a business trip, with each suspicious of the other. Harrison comes over one night for dinner, and Carl collapses in pain shortly afterward, calling Dr. Ralph Wingate (Hayworth) just before he passes out, who believes that the meal was simply too rich for his stomach. After Carl gets severe indigestion again due to the home cooking prepared by Annette, Ralph has Carl's blood tested and finds a large dose of arsenic in it. Carl is angered at Ralph for insinuating that Annette tried to poison him, but Annette later dies from arsenic-laced coffee just as they are set to vacation at Lake Tahoe. Ralph and Perry deduce that Annette gave Carl the wrong cup of coffee and help keep the circumstances of her death quiet. The entire scheme was a ruse by Carl to kill Annette, so that he could be with his lover.
",263
110,"A jeweler, Laurent DuBois (Genest), sells a $5000 black pearl left with him by Captain McCabe (Ireland) and then sends his assistant, Conroy (King), to cheat McCabe out of over $2300 ($2333.34, $1000 plus 33.3% commission) of the money owed to him, leaving McCabe only $2666.66. Hubert Wilkens (Truex), the pearl's buyer, asks the jeweler for a second matched pearl for his anniversary and his fussy wife Lolly (Ferrell). DuBois returns to McCabe. McCabe says that he can provide another, but since he has been cheated, he initially demands $7000 before kicking DuBois off his boat. Figuring that he can charge Wilkens a much larger amount, DuBois comes back and offers $15,000, which McCabe finally accepts. Unfortunately, DuBois discovers that he has been conned when he goes to the hotel and finds only the cleaning woman (Knight). McCabe and Wilkens were working together, as Wilkens is actually Lolly's father and McCabe is her husband. DuBois bought the same pearl twice, giving the trio a profit of over $12,600. 
",263
111,"In college, Dave Sumner (Morris) was voted most likely to succeed, was class valedictorian, and was president of the senior class. Nowadays, however, he has had a run of bad luck, so he takes a job from fraternity brother Stanley Towers (Carter), a shady businessman. Dave is given a job helping the maid (Glessing) and driving around Stanley's wife, Louise (Moore). Stanley and Louise make money illicitly with his attorney Everett (Calder) and business associate Harry (Anderson), and Louise is constantly used as a tax deduction. Dave tells Louise about losing his wife and job at the same time and not being able to get any subsequent work except for odd jobs; Louise seems relieved to be able to talk about Stanley's various business activities. When Louise tries to get Dave to drive her away from Stanley, Stanley fires Dave. Stanley's business is being investigated by the government. At a meeting with an IRS tax investigator (Zaremba), however, Stanley is shocked to discover from New York attorney Frank Anderson (Kinsella) that Dave is really an undercover Treasury Department agent, and the most successful agent at his job as well. He only pretended to be down on his luck so he could get the goods on Stanley's shady business dealings.
",264
112,"Seventeen-year-old David Logan (Kimbrough) wakes up from a nightmare and prepares to head out onto the town as his mother (Douglass) begs him to stay home. He spends a night on the town getting a shoeshine, drinking alcohol while underage, and talking to various sympathetic people: a blonde in a bar (Crane), a sailor (Gulager), and an Irish pub patron (McClory), all of whom are disconcerted by David's virulent hatred of his Irish piano-playing father from Dublin. He relates (to the blonde in the bar) coming home from school at the age of 12 to his perpetual cigar-smoking father being with a blonde-haired, blue-eyed woman. He then gets into a brief confrontation with the cigar-smoking sailor before they walk the town and share stories of those they hate. Finally, he stops to drink in an Irish bar, where a patron (McClory) convinces the bartender (Rhoads) to look the other way, as he lacks a draft card. However, David's father is a serial killer who killed his blonde girlfriend for cheating on him, and his execution is that night at 11:00 PM. David finally smashes a television in despair as news is aired revealing his father's death.
",265
113,"Leonard Thompson (Balsam) visits Simms Mortuary to get information from owner Simms (Whitehead) about the highest quality of funeral arrangements for $4,780, which he agrees to purchase. Thompson is tired of being stuck with his miserly and invalid wife Elise 'Elsie' (Nathan) and longs for adventure anywhere else. After his secretary (Brown) informs him, he goes to see hobbyist merchant Bradshaw (Pickens) and looks over exotic foreign weapons. Meanwhile, Elsie is visited by Dr. Maxwell (Robinson) at their home, and she blames Leonard for her illness by taking her to Haiti, where she got sick. Maxwell says that she could live another 30 years if she would only exercise more often, a thought that Leonard dreads to hear. Thompson purchases the funeral arrangements in cash, quits his job, and runs into bicycling neighbor child Billy Howard (Russell), whom he gives life advice after dropping an amulet, buying movie tickets, and talking of going on a big trip. Thompson then goes to purchase poison from the pharmacy clerk (Kane) and pours it into a glass of milk, but it is not for Elsie — instead, Leonard commits suicide by drinking it just as Simms comes to collect the body.
",265
114,"Miners Hutch (Hoyt) and Pete (Ragan) argue about paying for drinks while the saloonkeeper (Armstrong) works to keep the peace. Newcomers Jamie (Johnson) and Ben McMahon (Morgan) have civilized the unruly community of Copperpocket and gained everyone's respect, so they end up resolving the dispute with their ""brotherly love"". They even manage to help a slot machine player (Christi) strike it rich. Strong miners, such as Swede (Cooper), compete to lift an anvil, but Ben and Jaime are the only ones who can do it. One night a mysterious man (Lloyd) appears and is told the story of the brothers by the saloonkeeper. The man calls the brothers cowards due to their relying upon scripture and challenges them to fight him. He shows seemingly demonic powers to prevent the brothers from striking him and then takes everyone's money, including that of the saloonkeeper's, totaling $30,000. The saloonkeeper and piano player (Ates) believe that the man was the devil himself. However, it was all a confidence scheme performed by the man and the brothers together, and they each pocket $10,000. They then decide to go to Silverwheel, Nevada to continue their scam.
",266
115,"After his severely disturbed daughter Millie (Purdom) kills a schoolmaster, Withers, seeking shelter in the family barn from the heavy rain with a croquet mallet, Mr. Princey (Hardwicke) devises a plan to save his family name. Working together with his wife (Givney), hopeless medical school dropout son George (Barclay), and Millie, Princey methodically sets up the man's body and crime scene so that family friend Captain Smollet (Williams) will take the blame for the murder, as Smollet admits to the family that he had been turned down for engagement by the deceased man's wife and had walked in on the family discussing the murder (believing it to be a joke). Mr. Princey wipes the mallet clean of fingerprints and has George stash the body before threatening Smollet at gunpoint with a shotgun, having George punch Smollet, making Smollet handle the murder weapon, and finally forcing Smollet to dump the body in the sewer. They go back to the house and fake the story of a rat to deceive the maid, Jane. Smollet then leaves, while Mr. Princey feeds a story to the family to be used for the involvement of the police, whom he then calls.
",266
