id,text,token_count
2825," Greed causes fighting;
    trusting the Lord leads to prosperity.",13
2826," Those who trust their own insight are foolish,
    but anyone who walks in wisdom is safe.",19
2827," Whoever gives to the poor will lack nothing,
    but those who close their eyes to poverty will be cursed.",22
2828," When the wicked take charge, people go into hiding.
    When the wicked meet disaster, the godly flourish.",23
2901,"Whoever stubbornly refuses to accept criticism
    will suddenly be destroyed beyond recovery.",17
2902," When the godly are in authority, the people rejoice.
    But when the wicked are in power, they groan.",25
2903," The man who loves wisdom brings joy to his father,
    but if he hangs around with prostitutes, his wealth is wasted.",25
2904," A just king gives stability to his nation,
    but one who demands bribes destroys it.",19
2905," To flatter friends
    is to lay a trap for their feet.",15
2906," Evil people are trapped by sin,
    but the righteous escape, shouting for joy.",17
2907," The godly care about the rights of the poor;
    the wicked dont care at all.",19
2908," Mockers can get a whole town agitated,
    but the wise will calm anger.",18
2909," If a wise person takes a fool to court,
    there will be ranting and ridicule but no satisfaction.",22
2910," The bloodthirsty hate blameless people,
    but the upright seek to help them.",19
2911," Fools vent their anger,
    but the wise quietly hold it back.",15
2912," If a ruler pays attention to liars,
    all his advisers will be wicked.",17
2913," The poor and the oppressor have this in common
    the Lord gives sight to the eyes of both.",22
2914," If a king judges the poor fairly,
    his throne will last forever.",15
2915," To discipline a child produces wisdom,
    but a mother is disgraced by an undisciplined child.",22
2916," When the wicked are in authority, sin flourishes,
    but the godly will live to see their downfall.",23
2917," Discipline your children, and they will give you peace of mind
    and will make your heart glad.",21
2918," When people do not accept divine guidance, they run wild.
    But whoever obeys the law is joyful.",22
2919," Words alone will not discipline a servant;
    the words may be understood, but they are not heeded.",22
2920," There is more hope for a fool
    than for someone who speaks without thinking.",17
2921," A servant pampered from childhood
    will become a rebel.",13
2922," An angry person starts fights;
    a hottempered person commits all kinds of sin.",18
2923," Pride ends in humiliation,
    while humility brings honor.",11
2924," If you assist a thief, you only hurt yourself.
    You are sworn to tell the truth, but you dare not testify.",26
2925," Fearing people is a dangerous trap,
    but trusting the Lord means safety.",16
2926," Many seek the rulers favor,
    but justice comes from the Lord.",14
2927," The righteous despise the unjust;
    the wicked despise the godly.",16
3001,"The sayings of Agur son of Jakeh contain this message.
I am weary, O God;
    I am weary and worn out, O God.",32
3002," I am too stupid to be human,
    and I lack common sense.",15
3003," I have not mastered human wisdom,
    nor do I know the Holy One.",16
3004," Who but God goes up to heaven and comes back down?
    Who holds the wind in his fists?
Who wraps up the oceans in his cloak?
    Who has created the whole wide world?
What is his nameand his sons name?
    Tell me if you know!",55
3005," Every word of God proves true.
    He is a shield to all who come to him for protection.",21
3006," Do not add to his words,
    or he may rebuke you and expose you as a liar.",21
3007," O God, I beg two favors from you;
    let me have them before I die.",19
3008," First, help me never to tell a lie.
    Second, give me neither poverty nor riches!
    Give me just enough to satisfy my needs.",30
3009," For if I grow rich, I may deny you and say, Who is the Lord?
    And if I am too poor, I may steal and thus insult Gods holy name.",36
3010," Never slander a worker to the employer,
    or the person will curse you, and you will pay for it.",23
3011," Some people curse their father
    and do not thank their mother.",14
3012," They are pure in their own eyes,
    but they are filthy and unwashed.",17
3013," They look proudly around,
    casting disdainful glances.",12
3014," They have teeth like swords
    and fangs like knives.
They devour the poor from the earth
    and the needy from among humanity.",29
3015," The leech has two suckers
    that cry out, More, more!
There are three things that are never satisfied
    no, four that never say, Enough!:",36
3016," the grave,
    the barren womb,
    the thirsty desert,
    the blazing fire.",18
3017," The eye that mocks a father
    and despises a mothers instructions
will be plucked out by ravens of the valley
    and eaten by vultures.",35
3018," There are three things that amaze me
    no, four things that I dont understand:",19
3019," how an eagle glides through the sky,
    how a snake slithers on a rock,
    how a ship navigates the ocean,
    how a man loves a woman.",37
3020," An adulterous woman consumes a man,
    then wipes her mouth and says, Whats wrong with that?",22
3021," There are three things that make the earth tremble
    no, four it cannot endure:",19
3022," a slave who becomes a king,
    an overbearing fool who prospers,",17
3023,"     a bitter woman who finally gets a husband,
    a servant girl who supplants her mistress.",20
3024, There are four things on earth that are small but unusually wise:,13
3025," Antsthey arent strong,
    but they store up food all summer.",16
3026," Hyraxesthey arent powerful,
    but they make their homes among the rocks.",18
3027," Locuststhey have no king,
    but they march in formation.",15
3028," Lizardsthey are easy to catch,
    but they are found even in kings palaces.",20
3029," There are three things that walk with stately stride
    no, four that strut about:",19
3030," the lion, king of animals, who wont turn aside for anything,",14
3031,"     the strutting rooster,
    the male goat,
    a king as he leads his army.",21
3032," If you have been a fool by being proud or plotting evil,
    cover your mouth in shame.",20
3033," As the beating of cream yields butter
    and striking the nose causes bleeding,
    so stirring up anger causes quarrels.",25
3101,"The sayings of King Lemuel contain this message, which his mother taught him.",17
3102," O my son, O son of my womb,
    O son of my vows,",17
3103," do not waste your strength on women,
    on those who ruin kings.",15
3104," It is not for kings, O Lemuel, to guzzle wine.
    Rulers should not crave alcohol.",23
3105," For if they drink, they may forget the law
    and not give justice to the oppressed.",20
3106," Alcohol is for the dying,
    and wine for those in bitter distress.",15
3107," Let them drink to forget their poverty
    and remember their troubles no more.",16
3108," Speak up for those who cannot speak for themselves;
    ensure justice for those being crushed.",18
3109," Yes, speak up for the poor and helpless,
    and see that they get justice.",18
3110," Who can find a virtuous and capable wife?
    She is more precious than rubies.",19
3111," Her husband can trust her,
    and she will greatly enrich his life.",15
3112," She brings him good, not harm,
    all the days of her life.",16
3113," She finds wool and flax
    and busily spins it.",14
3114," She is like a merchants ship,
    bringing her food from afar.",14
3115," She gets up before dawn to prepare breakfast for her household
    and plan the days work for her servant girls.",23
3116," She goes to inspect a field and buys it;
    with her earnings she plants a vineyard.",20
3117," She is energetic and strong,
    a hard worker.",11
3118," She makes sure her dealings are profitable;
    her lamp burns late into the night.",17
3119," Her hands are busy spinning thread,
    her fingers twisting fiber.",13
3120," She extends a helping hand to the poor
    and opens her arms to the needy.",18
3121," She has no fear of winter for her household,
    for everyone has warm clothes.",17
3122," She makes her own bedspreads.
    She dresses in fine linen and purple gowns.",19
3123," Her husband is well known at the city gates,
    where he sits with the other civic leaders.",20
3124," She makes belted linen garments
    and sashes to sell to the merchants.",17
3125," She is clothed with strength and dignity,
    and she laughs without fear of the future.",19
3126," When she speaks, her words are wise,
    and she gives instructions with kindness.",17
3127," She carefully watches everything in her household
    and suffers nothing from laziness.",16
3128," Her children stand and bless her.
    Her husband praises her:",13
3129," There are many virtuous and capable women in the world,
    but you surpass them all!",19
3130," Charm is deceptive, and beauty does not last;
    but a woman who fears the Lord will be greatly praised.",23
3131," Reward her for all she has done.
    Let her deeds publicly declare her praise.",17
